incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
65,"Praxair Healthcare Services, Inc. (Home Care Supply in NY)",CT,Unknown,54165,2010-02-18,Theft,Laptop,2014-01-23,"A laptop computer was stolen from the covered entity's office by a former employee after it had been damaged. The laptop computer contained the PHI of approximately 54,165 individuals.  The computer contained a limited amount of PHI, including client names and one or more of the following: addresses, phone numbers, social security numbers, insurance provider names and policy numbers, medical diagnostic codes or medical equipment.  Following the breach, the covered entity notified all affected individuals, the media, and HHS of the breach. Additionally, the covered entity completed its laptop encryption project to cover all PHI stored on computers in the office.  Additionally, OCR's investigation resulted in the covered entity reinforcing the requirements of HIPAA to its employees.

",2010-02-18,,2010,Open,,0,Medium,2014-01-23
66,Massachusetts Eye and Ear Infirmary,MA,Unknown,3594,2010-02-19,Theft,Laptop,2014-01-23,Not provided,2010-02-19,,2010,Open,,0,Medium,2014-01-23
67,Blue Cross & Blue Shield of Rhode Island,RI,Unknown,12000,2009-12-20,Theft,Paper,2014-06-30,"A covered entity (CE) donated a file cabinet containing the protected health information (PHI) of 12,000 individuals before cleaning it out.  The PHI included members' names, addresses, telephone numbers, social security numbers, and Medicare identification numbers.  The covered entity (CE) provided breach notification to HHS, the affected individuals, and media, and offered all affected individuals free credit monitoring for a period of one year.  Following the breach, the CE sanctioned the employees involved in the incident and held a mandatory training regarding the HIPAA Privacy and Security Rule for all departments involved in the breach. The CE also revised the policy for office moves.  OCR obtained assurances that the CE implemented the corrective action listed above.



",2009-12-20,,2009,Open,,0,Medium,2014-06-30
68,South Carolina Department of Health and Environmental Control,SC,Unknown,2850,2010-02-17,Improper Disposal,Paper,2014-01-23,Not provided,2010-02-17,,2010,Open,,0,Medium,2014-01-23
69,St. Joseph Heritage Healthcare,CA,Unknown,22012,2010-03-06,Theft,Desktop Computer,2014-01-23,"22 computers were stolen from Clinical Management Service office.Five of the stolen computers contained the protected health information of approximately 22,012 individuals. The protected health information involved in the breach included name, date of birth, social security number, referral number, encounter number, facility, member ID, diagnosis, procedure, and/or diagnosis code. As a result of this incident, St. Joseph notified the potentially affected individuals, notified the local media, installed security cameras, re-trained employees, and installed encryption software on all laptops and Computers enterprise-wide. OCR's investigation resulted in the covered entity improving their physical and technological safeguards and retraining employees.

",2010-03-06,,2010,Open,,0,Medium,2014-01-23
70,Medical Center At Bowling Green,KY,Unknown,5148,2010-03-24,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-03-24,,2010,Open,,0,Medium,2014-01-23
71,GENERAL AGENCIES WELFARE BENEFITS PROGRAM,TN,TOWERS WATSON,1874,2010-02-05,Loss,Other,2014-01-23,Not provided,2010-02-05,,2010,Open,,0,Medium,2014-01-23
72,UnitedHealth Group health plan single affiliated covered entity,MN,Unknown,735,2010-03-02,Theft,"Other, Paper",2014-01-23,Not provided,2010-03-02,,2010,Open,,0,Medium,2014-01-23
73,South Texas Veterans Health Care System,TX,Unknown,1430,2009-09-30,"Loss, Improper Disposal",Paper,2014-01-23,Not provided,2009-09-30,,2009,Open,,0,Medium,2014-01-23
74,Rockbridge Area Community Services,VA,Unknown,500,2010-03-12,Theft,"Laptop, Desktop Computer",2014-01-23,Not provided,2010-03-12,,2010,Open,,0,Medium,2014-01-23
75,"Emergency Healthcare Physicians, Ltd.",IL,"Millennium Medical Management Resources, Inc.",180111,2010-02-27,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-02-27,,2010,Open,,1,High,2014-01-23
76,VA Eastern Colorado Health Care System,CO,Unknown,649,2010-01-19,Theft,Paper,2014-06-19,"A covered entity's (CE's) employee placed paper records containing protected health information (PHI) in an unsecured box that was left undiscovered in a public parking garage for four days.  The box contained the PHI of 649 patients.  The PHI included treatment records, productivity reports, coding information, names, medical treatments, conditions, diagnoses, and social security numbers.  Upon discovery of the breach, the CE notified the affected individuals and provided credit protection to those whose social security numbers had been breached.  The CE provided OCR with copies of its breach prevention policies and procedures. Following OCR's investigation, the employee who left the records resigned from her position and the CE improved its breach response procedures. ",2010-01-19,,2010,Open,,0,Medium,2014-06-19
77,Miami VA Healthcare System,FL,Unknown,568,2010-01-19,Loss,Paper,2014-01-23,Not provided,2010-01-19,,2010,Open,,0,Medium,2014-01-23
78,"Heriberto Rodriguez-Ayala, M.D.",TX,Unknown,4200,2010-04-03,Theft,Laptop,2014-01-23,Not provided,2010-04-03,,2010,Open,,0,Medium,2014-01-23
79,Georgetown University Hospital,DC,Unknown,2416,2010-03-26,"Theft, Other","E-mail, Other Portable Electronic Device",2014-01-23,"An employee of the covered entity emailed protected health information (PHI) to an offsite research office (which is not itself a covered entity) in violation of the review preparatory to research protocol.  The research office stored the electronic information on an external hard drive that was later stolen.  The device contained the PHI of 2,416 individuals.  The PHI involved in the breach included names, dates of birth, and clinical information.  In response to this incident, the covered entity terminated transmission of the PHI to this research office and gave the responsible employee a verbal warning and counseling.  Additionally, the covered entity undertook a review of all research affiliations involving PHI of hospital patients to confirm that appropriate documentation and procedures are in place.

",2010-03-26,,2010,Open,,0,Medium,2014-01-23
80,Silicon Valley Eyecare Optometry and Contact Lenses,CA,Unknown,40000,2010-04-02,Theft,Network Server,2014-01-23,Not provided,2010-04-02,,2010,Open,,0,Medium,2014-01-23
81,Loma Linda University Health Care,CA,Unknown,584,2010-04-04,Theft,Desktop Computer,2014-01-23,Not provided,2010-04-04,,2010,Open,,0,Medium,2014-01-23
82,Veterans Health Administration,DC,Heritage Health Solutions,656,2010-04-22,Theft,Laptop,2014-01-23,Not provided,2010-04-22,,2010,Open,,0,Medium,2014-01-23
83,"State of New Mexico Human Services Department, Medical Assistance Division",NM,DentaQuest,9600,2010-03-20,Theft,Laptop,2014-01-23,Not provided,2010-03-20,,2010,Open,,0,Medium,2014-01-23
84,Oconee Physician Practices,SC,Unknown,653,2010-05-09,Theft,Laptop,2014-01-23,Not provided,2010-05-09,,2010,Open,,0,Medium,2014-01-23
85,University of Rochester Medical Center and Affiliates,NY,Unknown,2628,2010-04-19,Other,Paper,2014-01-23,Not provided,2010-04-19,,2010,Open,,0,Medium,2014-01-23
86,Omaha Construction Industry Health and Welfare Plan,NE,DeBoer & Associates,800,2009-01-11,Theft,Laptop,2014-01-23,Not provided,2009-01-11,,2009,Open,,0,Medium,2014-01-23
87,"City of Charlotte, NC (Health Plan)",NC,Unknown,5220,2010-02-03,Loss,Other,2014-01-23,Not provided,2010-02-03,,2010,Open,,0,Medium,2014-01-23
88,VA North Texas Health Care System,TX,Unknown,4083,2010-05-04,Improper Disposal,Paper,2014-01-23,Not provided,2010-05-04,,2010,Open,,0,Medium,2014-01-23
89,Rainbow Hospice and Palliative Care,IL,Unknown,1000,2010-04-12,Theft,Laptop,2014-01-23,"An employee's laptop was stolen out of her bag while she was making an admission visit in a patient's home.  The evidence showed that although the covered entity had a policy of encrypting and password-protecting its computers, this particular computer did not require a password most of the time.  The invoices contained the protected health information (PHI) of approximately 1,000 individuals.  The PHI stored on the laptop included names, addresses, dates of birth, phone numbers, Social Security numbers, Medicare numbers, electronic health records and commercial insurance information.  Following the breach, the covered entity notified its clients of the incident, placed notice on its website and in The Daily Herald, sanctioned the employee for changing the security settings on the laptop in question, and established stringent computer security guidelines, and retrained its staff in the new requirements, with the intention of preventing a similar event from occurring again.

",2010-04-12,,2010,Open,,0,Medium,2014-01-23
